dr8_id,smooth-or-featured_smooth_fraction,smooth-or-featured_featured-or-disk_fraction,smooth-or-featured_artifact_fraction,disk-edge-on_yes_fraction,disk-edge-on_no_fraction,has-spiral-arms_yes_fraction,has-spiral-arms_no_fraction,bar_strong_fraction,bar_weak_fraction,bar_no_fraction,bulge-size_dominant_fraction,bulge-size_large_fraction,bulge-size_moderate_fraction,bulge-size_small_fraction,bulge-size_none_fraction,how-rounded_round_fraction,how-rounded_in-between_fraction,how-rounded_cigar-shaped_fraction,edge-on-bulge_boxy_fraction,edge-on-bulge_none_fraction,edge-on-bulge_rounded_fraction,spiral-winding_tight_fraction,spiral-winding_medium_fraction,spiral-winding_loose_fraction,spiral-arm-count_1_fraction,spiral-arm-count_2_fraction,spiral-arm-count_3_fraction,spiral-arm-count_4_fraction,spiral-arm-count_more-than-4_fraction,spiral-arm-count_cant-tell_fraction,merging_none_fraction,merging_minor-disturbance_fraction,merging_major-disturbance_fraction,merging_merger_fraction,smooth-or-featured_smooth_90pc-lower,smooth-or-featured_featured-or-disk_90pc-lower,smooth-or-featured_artifact_90pc-lower,disk-edge-on_yes_90pc-lower,disk-edge-on_no_90pc-lower,has-spiral-arms_yes_90pc-lower,has-spiral-arms_no_90pc-lower,bar_strong_90pc-lower,bar_weak_90pc-lower,bar_no_90pc-lower,bulge-size_dominant_90pc-lower,bulge-size_large_90pc-lower,bulge-size_moderate_90pc-lower,bulge-size_small_90pc-lower,bulge-size_none_90pc-lower,how-rounded_round_90pc-lower,how-rounded_in-between_90pc-lower,how-rounded_cigar-shaped_90pc-lower,edge-on-bulge_boxy_90pc-lower,edge-on-bulge_none_90pc-lower,edge-on-bulge_rounded_90pc-lower,spiral-winding_tight_90pc-lower,spiral-winding_medium_90pc-lower,spiral-winding_loose_90pc-lower,spiral-arm-count_1_90pc-lower,spiral-arm-count_2_90pc-lower,spiral-arm-count_3_90pc-lower,spiral-arm-count_4_90pc-lower,spiral-arm-count_more-than-4_90pc-lower,spiral-arm-count_cant-tell_90pc-lower,merging_none_90pc-lower,merging_minor-disturbance_90pc-lower,merging_major-disturbance_90pc-lower,merging_merger_90pc-lower,smooth-or-featured_smooth_90pc-upper,smooth-or-featured_featured-or-disk_90pc-upper,smooth-or-featured_artifact_90pc-upper,disk-edge-on_yes_90pc-upper,disk-edge-on_no_90pc-upper,has-spiral-arms_yes_90pc-upper,has-spiral-arms_no_90pc-upper,bar_strong_90pc-upper,bar_weak_90pc-upper,bar_no_90pc-upper,bulge-size_dominant_90pc-upper,bulge-size_large_90pc-upper,bulge-size_moderate_90pc-upper,bulge-size_small_90pc-upper,bulge-size_none_90pc-upper,how-rounded_round_90pc-upper,how-rounded_in-between_90pc-upper,how-rounded_cigar-shaped_90pc-upper,edge-on-bulge_boxy_90pc-upper,edge-on-bulge_none_90pc-upper,edge-on-bulge_rounded_90pc-upper,spiral-winding_tight_90pc-upper,spiral-winding_medium_90pc-upper,spiral-winding_loose_90pc-upper,spiral-arm-count_1_90pc-upper,spiral-arm-count_2_90pc-upper,spiral-arm-count_3_90pc-upper,spiral-arm-count_4_90pc-upper,spiral-arm-count_more-than-4_90pc-upper,spiral-arm-count_cant-tell_90pc-upper,merging_none_90pc-upper,merging_minor-disturbance_90pc-upper,merging_major-disturbance_90pc-upper,merging_merger_90pc-upper,smooth-or-featured_smooth_proportion-asked,smooth-or-featured_featured-or-disk_proportion-asked,smooth-or-featured_artifact_proportion-asked,disk-edge-on_yes_proportion-asked,disk-edge-on_no_proportion-asked,has-spiral-arms_yes_proportion-asked,has-spiral-arms_no_proportion-asked,bar_strong_proportion-asked,bar_weak_proportion-asked,bar_no_proportion-asked,bulge-size_dominant_proportion-asked,bulge-size_large_proportion-asked,bulge-size_moderate_proportion-asked,bulge-size_small_proportion-asked,bulge-size_none_proportion-asked,how-rounded_round_proportion-asked,how-rounded_in-between_proportion-asked,how-rounded_cigar-shaped_proportion-asked,edge-on-bulge_boxy_proportion-asked,edge-on-bulge_none_proportion-asked,edge-on-bulge_rounded_proportion-asked,spiral-winding_tight_proportion-asked,spiral-winding_medium_proportion-asked,spiral-winding_loose_proportion-asked,spiral-arm-count_1_proportion-asked,spiral-arm-count_2_proportion-asked,spiral-arm-count_3_proportion-asked,spiral-arm-count_4_proportion-asked,spiral-arm-count_more-than-4_proportion-asked,spiral-arm-count_cant-tell_proportion-asked,merging_none_proportion-asked,merging_minor-disturbance_proportion-asked,merging_major-disturbance_proportion-asked,merging_merger_proportion-asked,catalog_version,legacy_survey_data_release,ra,dec
584462_948,0.038052637,0.9087473,0.05320006,0.03418567,0.9658143,0.97761214,0.022387845,0.31626773,0.48680684,0.19692537,0.010008645,0.023966925,0.25288346,0.68997705,0.023163958,0.2424668,0.6989773,0.058555875,0.09738818,0.20472963,0.6978822,0.64651215,0.27650258,0.07698533,0.08214302,0.16766857,0.12772644,0.1920517,0.1621801,0.26823017,0.68776613,0.15607326,0.13580969,0.020350939,0.006064973045960646,0.8288844710114511,0.012070929595676504,0.007297917471675734,0.9257140997722205,0.9422784927113763,0.0018127709644243147,0.14303723724821577,0.3034192492444375,0.06070499002516314,0.0006295585284423926,0.005032012743616254,0.18546215707651775,0.6161268695826805,0.005000260617418499,0.15636879259539946,0.6002191663826724,0.018308180435419028,0.04955193306237749,0.13835915345946215,0.6231792211361822,0.504795684813145,0.15118444141832166,0.014244328204827274,0.0044839047037768184,0.0306904999004481,0.018566172459473815,0.04762222378952906,0.04295367536676709,0.08780355983057883,0.5893749373141655,0.0908674357455347,0.0755421892953173,0.0020496602135287195,0.09517639862049691,0.9661995760880375,0.11410035164644883,0.07428590955257716,0.9927020892190735,0.9981872310832461,0.05772152105940312,0.5107606935710255,0.6819534928779263,0.3706472868267596,0.029276917016781343,0.050280402316011774,0.3239769553698856,0.76036951034825,0.051488049247748094,0.3363998964822332,0.8011651130077346,0.11194207777889569,0.1534269503765157,0.281379681487488,0.776477930629765,0.7992538989144771,0.40329008583775067,0.1622925494203011,0.2296569716837734,0.35422196444221626,0.3133249104178399,0.3785193038349518,0.356393485193727,0.4901794150688543,0.7616073341988212,0.23561703578300172,0.20058629002365366,0.052917056784074615,1.0,1.0,1.0,0.9087473154067993,0.9087473154067993,0.8776811361312866,0.8776811361312866,0.8776811361312866,0.8776811361312866,0.8776811361312866,0.8776811361312866,0.8776811361312866,0.8776811361312866,0.8776811361312866,0.8776811361312866,0.03805263713002205,0.03805263713002205,0.03805263713002205,0.031066136434674263,0.031066136434674263,0.031066136434674263,0.8580317497253418,0.8580317497253418,0.8580317497253418,0.8580317497253418,0.8580317497253418,0.8580317497253418,0.8580317497253418,0.8580317497253418,0.8580317497253418,1.0,1.0,1.0,1.0,1.0.0,DR8,222.26931686949058,49.947032655815235
569018_3161,0.12187901,0.81020117,0.06791972,0.0710068,0.9289932,0.7485305,0.25146946,0.3766328,0.32313338,0.3002338,0.014687539,0.028556295,0.28430796,0.6619427,0.010505477,0.18289472,0.77760535,0.03949989,0.07811425,0.094120264,0.8277655,0.18592139,0.4166937,0.3973849,0.02745133,0.82718444,0.015989805,0.010640967,0.010442635,0.10829081,0.6435658,0.16755225,0.1664458,0.022436235,0.06356862895242234,0.7183486022912084,0.025661445378146377,0.025154610833260135,0.8702050098368087,0.548648110384036,0.07484990884878542,0.2306821599020204,0.18833904402049467,0.1700230712158097,0.0021956575434615862,0.008854226777445918,0.23775997259571174,0.5814362156146763,0.0009711853528361363,0.09964651698273314,0.6859777381910184,0.008272464639228226,0.03852265396995166,0.049408958503372596,0.7576763855615417,0.0788595239821276,0.2529886409008496,0.24157816323119288,0.0066377791381957985,0.7533373730509911,0.0018410741242332906,0.0005499466804490413,0.0005232804139722686,0.06191946582780156,0.5529993990404309,0.10092916627663921,0.09641621395476584,0.0028941936975477784,0.19861928019127653,0.8840228030283466,0.12676909154503402,0.12979501032989155,0.9748454255057034,0.925150064360655,0.4513518896159639,0.5209881687980722,0.459675863243106,0.43591850289800116,0.033848887638675114,0.057339866357056124,0.3685187233562878,0.7161815391699997,0.028768776701217875,0.2687767280515998,0.8649990343145122,0.09212839221120536,0.12305098980165757,0.14908834988375608,0.8835893268769831,0.3208693553462219,0.5765356029903703,0.5607770309862874,0.05532360898919724,0.8836851842900671,0.039133010443682614,0.02993667789715482,0.029745797962421598,0.17123950175716088,0.7350578799106224,0.23983829147245123,0.24269321176933364,0.052872150279515515,1.0,1.0,1.0,0.8102011680603027,0.8102011680603027,0.7526714205741882,0.7526714205741882,0.7526714205741882,0.7526714205741882,0.7526714205741882,0.7526714205741882,0.7526714205741882,0.7526714205741882,0.7526714205741882,0.7526714205741882,0.12187901139259338,0.12187901139259338,0.12187901139259338,0.057529788464307785,0.057529788464307785,0.057529788464307785,0.5633975267410278,0.5633975267410278,0.5633975267410278,0.5633975267410278,0.5633975267410278,0.5633975267410278,0.5633975267410278,0.5633975267410278,0.5633975267410278,1.0,1.0,1.0,1.0,1.0.0,DR8,227.536685837938,46.10467240704113
566993_426,0.020981736,0.90962434,0.06939401,0.02251598,0.97748405,0.9870199,0.01298013,0.24191059,0.26543114,0.49265826,0.009699508,0.014587892,0.21174936,0.75102943,0.012933774,0.46911648,0.473092,0.057791524,0.12007639,0.1909643,0.6889593,0.48523858,0.4326296,0.082131825,0.0692374,0.43554702,0.23258704,0.09751101,0.07090007,0.094217464,0.439443,0.20145737,0.30758965,0.05151001,0.0017946589068069307,0.8481067557931825,0.022351764565928786,0.00292785203066371,0.94904298805524,0.9645174803945045,0.0007549615444419674,0.09160338582255914,0.11928973121104511,0.30494267202942116,0.0006092596894788992,0.0017353542096734602,0.1430755819103568,0.6871197994774583,0.0013160162424559415,0.3587071092995652,0.3875530332041672,0.01630574127694772,0.0743074851262261,0.14137729433003626,0.6269260476110884,0.31795407977923523,0.27147061785061655,0.01333628613502488,0.0038275534131327273,0.19169972534440508,0.06973390824444055,0.009411017644145717,0.0041711577059898525,0.010013112789027912,0.32808188984778835,0.11100320505490041,0.1836638576537585,0.006814584705373606,0.05721041817636054,0.965021102868573,0.12196866236865633,0.05095695847118676,0.997072152705758,0.9992450395483958,0.03548258207812295,0.404061712546966,0.4348532091148832,0.6711971053065693,0.027853955959950945,0.03543959924368265,0.26710803760167706,0.8187752772973225,0.032132400590122706,0.5530286230633639,0.5787480899356752,0.09675740236192104,0.1756479544526908,0.2596763753832138,0.7633710439590948,0.6319290524837904,0.6103781230797056,0.18645297361572405,0.19031772611659734,0.6455628391503313,0.42360837695525155,0.2472505893308635,0.19689262140235467,0.23448046188953456,0.579037240840482,0.31323749081777474,0.4135049927686283,0.1103069633900836,1.0,1.0,1.0,0.9096243381500244,0.9096243381500244,0.8891432881355286,0.8891432881355286,0.8891432881355286,0.8891432881355286,0.8891432881355286,0.8891432881355286,0.8891432881355286,0.8891432881355286,0.8891432881355286,0.8891432881355286,0.020981736481189728,0.020981736481189728,0.020981736481189728,0.020481083542108536,0.020481083542108536,0.020481083542108536,0.8776021003723145,0.8776021003723145,0.8776021003723145,0.8776021003723145,0.8776021003723145,0.8776021003723145,0.8776021003723145,0.8776021003723145,0.8776021003723145,1.0,1.0,1.0,1.0,1.0.0,DR8,224.01819856600343,45.40525844044998
579765_95,0.1074576,0.83266234,0.059880115,0.19872543,0.80127454,0.7766869,0.22331308,0.27781197,0.37059703,0.35159096,0.008866681,0.0141792325,0.2627472,0.70369124,0.010515565,0.05822028,0.5626355,0.37914425,0.04019187,0.2199055,0.73990256,0.5794497,0.3103476,0.110202715,0.040627427,0.3436354,0.07109426,0.04175002,0.034225754,0.46866712,0.7773165,0.14696547,0.059814617,0.015903344,0.048277968277210585,0.7456633143665735,0.01762865398482077,0.09593684704812666,0.6872027819856394,0.568266518379954,0.04701725269016012,0.09895054796104326,0.19281148661078895,0.17258874088138426,0.000549524138535553,0.001801252789961226,0.20233054822853255,0.6365530651536364,0.0007299386426358103,0.011395162726123306,0.4337801774784138,0.24675829861799106,0.006678617884423326,0.13925647033902344,0.6519732525364527,0.4169268491776115,0.16136449610088383,0.026165672606343063,0.003439498384434234,0.2155063447475119,0.012199501144766043,0.00419645708730457,0.0021286643710116114,0.33168918035734996,0.7028896223133401,0.08799230128161084,0.019603327551974012,0.0012130990759799036,0.17857581040204543,0.9078833424826793,0.116884015235966,0.31279721801436045,0.9040631529518733,0.9529827573882815,0.4317334599807066,0.4381247412873942,0.5730227189549892,0.557525699849335,0.02575500703369759,0.03324992447622754,0.3318564290645772,0.7689077217923126,0.027125075143880118,0.13316471876433209,0.6971873603816715,0.5173352809649949,0.07877145874949731,0.2976819674994586,0.8308454380445434,0.7402646979456289,0.4816643574140124,0.24166203488256752,0.10969807205571822,0.4837797041957465,0.1597128918849097,0.11191541676440198,0.09539520412995879,0.6184861008394145,0.8535486917979993,0.21393927987175024,0.10011350927554967,0.04181171147265681,1.0,1.0,1.0,0.8326623439788818,0.8326623439788818,0.6671911478042603,0.6671911478042603,0.6671911478042603,0.6671911478042603,0.6671911478042603,0.6671911478042603,0.6671911478042603,0.6671911478042603,0.6671911478042603,0.6671911478042603,0.10745760053396225,0.10745760053396225,0.10745760053396225,0.1654711812734604,0.1654711812734604,0.1654711812734604,0.5181986093521118,0.5181986093521118,0.5181986093521118,0.5181986093521118,0.5181986093521118,0.5181986093521118,0.5181986093521118,0.5181986093521118,0.5181986093521118,1.0,1.0,1.0,1.0,1.0.0,DR8,224.28908160507257,48.633958014992785
571984_2604,0.054463767,0.897061,0.04847528,0.035548057,0.9644519,0.9676085,0.03239147,0.5422461,0.35121417,0.1065397,0.007664392,0.031694945,0.6116781,0.34134278,0.0076197307,0.6005772,0.36180627,0.037616543,0.08601131,0.08337974,0.83060896,0.63049936,0.30769953,0.061801173,0.04675472,0.27437603,0.3449582,0.12781635,0.047198836,0.15889591,0.78818345,0.14825808,0.051226053,0.012332479,0.013812467517306316,0.8167709273686181,0.010844440150639446,0.009403952230696124,0.9260139245200953,0.9258498772817907,0.003140328997750162,0.3929135379836872,0.2030309666512327,0.030569673939429595,0.0004633679239477174,0.010619955671941938,0.5331944504029934,0.275236604277578,0.0004439002919548812,0.5222536586870452,0.2766271121256415,0.008751368639323234,0.044585957426987406,0.04434169256783878,0.7668466137380844,0.49540337524277156,0.19096627487082812,0.01208620047314535,0.0026209126053423465,0.13025792178106133,0.19125657760876558,0.02686137908562844,0.0026279036803124453,0.05138342128106378,0.7228465472379926,0.0895809315962661,0.01974770641947178,0.0007704899762506869,0.1109479468833054,0.9569741391266541,0.10329704964516334,0.07398609187294777,0.9905960536845893,0.9968596729206702,0.0741501489834613,0.6970430447523659,0.49228690673895825,0.21489471213884612,0.02224600015809022,0.056603468791203905,0.6718083060671277,0.4109992521235319,0.02208499742759677,0.7035272780186883,0.436146164310025,0.07559025861528079,0.1337700807765576,0.1286476274401213,0.8837383456349306,0.7508113342437998,0.4332382165600437,0.12867137137983542,0.13076897103186866,0.44962211627553267,0.5361980368212867,0.2345531322733607,0.13168443433965735,0.291708052377904,0.8595643157136941,0.20852769697152354,0.08988857343957442,0.03479248195790024,1.0,1.0,1.0,0.8970609903335571,0.8970609903335571,0.8651722073554993,0.8651722073554993,0.8651722073554993,0.8651722073554993,0.8651722073554993,0.8651722073554993,0.8651722073554993,0.8651722073554993,0.8651722073554993,0.8651722073554993,0.054463766515254974,0.054463766515254974,0.054463766515254974,0.031888775527477264,0.031888775527477264,0.031888775527477264,0.8371480107307434,0.8371480107307434,0.8371480107307434,0.8371480107307434,0.8371480107307434,0.8371480107307434,0.8371480107307434,0.8371480107307434,0.8371480107307434,1.0,1.0,1.0,1.0,1.0.0,DR8,219.22757330828674,46.80179337851559
549168_1599,0.04382277,0.906554,0.049623303,0.044599995,0.9554,0.98180115,0.018198883,0.551181,0.32316804,0.12565094,0.0077368445,0.013606663,0.36988038,0.6002239,0.008552224,0.15329738,0.75606775,0.09063496,0.06857316,0.16039401,0.77103287,0.86156815,0.11945084,0.018981012,0.06346888,0.20368971,0.22299793,0.23857293,0.10012025,0.1711503,0.8374323,0.119217284,0.029596237,0.013754158,0.007907040163065902,0.8312048136351224,0.009724999009818432,0.015506479119127527,0.9128110973311936,0.9550209099577573,0.0012541943551142118,0.37316176137490875,0.1491492299317059,0.024898797806155237,0.0004282178706851699,0.0018514940936085725,0.30051852192360395,0.5251198984241656,0.0005524556809960566,0.07960781964376286,0.6556270139099447,0.03599817111253701,0.03199841226501481,0.10949717646694161,0.7024521676715141,0.777413965999423,0.0641081526662582,0.001490650646647676,0.0031841842961859443,0.06283563781365603,0.07729597296298692,0.08807515193406527,0.007526702453282351,0.04405787598539167,0.7667007182497326,0.0699683609869748,0.008063871858624174,0.0011192965727027063,0.09440210702035705,0.9679441536205748,0.10702027329394581,0.08718886012281483,0.9844935305129124,0.9987458002762173,0.04497900769730133,0.7524991796761873,0.5089122533289518,0.2647700635151802,0.022641644730346855,0.03219333379517185,0.4413256785836695,0.6659041137647899,0.023807103291036632,0.236643082710024,0.8388445355580423,0.1438473241727775,0.10798478754616375,0.2260928785504945,0.8356626895191384,0.9204613927946761,0.2000533436877175,0.050110505515483086,0.16976854719138645,0.35654761492865744,0.42406431239264364,0.41253601702819487,0.21439169074795594,0.32175477357563714,0.8953869364953273,0.18412263610638888,0.06303841180130197,0.037528117365159,1.0,1.0,1.0,0.9065539836883545,0.9065539836883545,0.8661216497421265,0.8661216497421265,0.8661216497421265,0.8661216497421265,0.8661216497421265,0.8661216497421265,0.8661216497421265,0.8661216497421265,0.8661216497421265,0.8661216497421265,0.043822769075632095,0.043822769075632095,0.043822769075632095,0.04043230414390564,0.04043230414390564,0.04043230414390564,0.8503592610359192,0.8503592610359192,0.8503592610359192,0.8503592610359192,0.8503592610359192,0.8503592610359192,0.8503592610359192,0.8503592610359192,0.8503592610359192,1.0,1.0,1.0,1.0,1.0.0,DR8,228.2807116642386,41.26461612289579
534710_2710,0.12565346,0.8019766,0.07236986,0.037080746,0.96291924,0.8309928,0.16900721,0.28383312,0.551049,0.16511792,0.008931252,0.02101005,0.4107862,0.51523036,0.04404218,0.18582499,0.7834948,0.030680211,0.16523257,0.17802733,0.6567401,0.57733965,0.3144832,0.10817719,0.05201405,0.26883852,0.12696852,0.061439972,0.03467629,0.45606261,0.5205088,0.28527272,0.16511421,0.029104259,0.058578462522390795,0.6986864993537749,0.023349522152447347,0.010364447006248582,0.922097408279576,0.6660360503298991,0.03799995709376853,0.14189433945913366,0.36808559975548144,0.04835740043605516,0.0005172248054813191,0.004300832719930831,0.3301712572045114,0.45252771519909757,0.018557806168775042,0.12024455923142897,0.7052799161601575,0.004463365787493991,0.09087707244605434,0.10526166727279436,0.5697987990173232,0.4423821151148058,0.18667014396758563,0.03325592450645097,0.005940552795943241,0.1359820841695065,0.04191049880597236,0.011398866322830558,0.002048993753605511,0.31224045300702324,0.40637304866247503,0.20126895041167603,0.0977713824085564,0.004070912020150215,0.21096148033540973,0.8904753999783758,0.14183580221572756,0.077902591720424,0.9896355696065506,0.9620000429062314,0.3339639496701008,0.4762554063017298,0.7210126799168584,0.31210098269712583,0.02598245786367943,0.04268109336400296,0.47926974760996155,0.6015616956337102,0.08018303474833739,0.26215498147102206,0.8585388929270785,0.06328622771586351,0.22919704867042598,0.26213114695424977,0.7556194241917519,0.7173901944338192,0.44513679186181193,0.19659716870077568,0.12731085103433817,0.40242089420619725,0.2523164477496794,0.13490499111799117,0.09510813132211074,0.604760297689034,0.5992116851800349,0.39313713572683107,0.25933398569097993,0.06955584174147252,1.0,1.0,1.0,0.8019766211509705,0.8019766211509705,0.7722387313842773,0.7722387313842773,0.7722387313842773,0.7722387313842773,0.7722387313842773,0.7722387313842773,0.7722387313842773,0.7722387313842773,0.7722387313842773,0.7722387313842773,0.1256534606218338,0.1256534606218338,0.1256534606218338,0.029737891629338264,0.029737891629338264,0.029737891629338264,0.6417248249053955,0.6417248249053955,0.6417248249053955,0.6417248249053955,0.6417248249053955,0.6417248249053955,0.6417248249053955,0.6417248249053955,0.6417248249053955,1.0,1.0,1.0,1.0,1.0.0,DR8,225.41240915282108,38.055739025701506
573938_1618,0.13939688,0.81114274,0.04946041,0.13306375,0.8669362,0.46973315,0.5302668,0.17205141,0.1984674,0.62948114,0.0109547,0.032009028,0.5308184,0.41640243,0.009815481,0.108844556,0.7739464,0.11720903,0.039306432,0.09277016,0.86792344,0.39218152,0.33868754,0.26913095,0.04318696,0.65462416,0.024078421,0.0150059415,0.014635989,0.24846852,0.589484,0.16755301,0.22443444,0.018528584,0.07824184887417782,0.73475828598581,0.01511285669091574,0.052837977572345124,0.7662556201378612,0.15097870132797372,0.22865252094948157,0.06646006035934769,0.08765118530491027,0.45434681056992704,0.0008003563147600861,0.010045712279079024,0.4484665373327822,0.3444291497452338,0.0006446006576567897,0.037489978137813657,0.6577928904881157,0.04115199002613678,0.011356561749678324,0.04368671531952533,0.7995896835244556,0.22988107356045842,0.18138459326866374,0.11945042249506864,0.010175938515847017,0.562793770035039,0.003687678465510457,0.0009031101754255182,0.0008189438711409019,0.17085114662804757,0.5080031229271493,0.10188668610432465,0.14180193649722347,0.0014678200264698544,0.20907764643067617,0.8824588674019738,0.09598198705167661,0.2337443405991326,0.9471619932411847,0.7713474790505184,0.8490212986720262,0.29913879771518054,0.3362919262617566,0.7715264303714187,0.029878001409248216,0.06073435965953303,0.6021251753611674,0.5002640423689719,0.027744563361478593,0.19794482234899077,0.8761913308284068,0.21636334291710863,0.07804456116015117,0.14227877359623053,0.9271535306795871,0.5677746902225334,0.5178889748802233,0.42599183400836893,0.08409342838523688,0.7291769940075306,0.06088474544468311,0.04274423564634009,0.0414197027471912,0.3249968506341691,0.6893734991416731,0.24637710019010273,0.29998961980264316,0.04747829070952703,1.0,1.0,1.0,0.8111427426338196,0.8111427426338196,0.7032089829444885,0.7032089829444885,0.7032089829444885,0.7032089829444885,0.7032089829444885,0.7032089829444885,0.7032089829444885,0.7032089829444885,0.7032089829444885,0.7032089829444885,0.13939687609672546,0.13939687609672546,0.13939687609672546,0.10793369263410568,0.10793369263410568,0.10793369263410568,0.3303205668926239,0.3303205668926239,0.3303205668926239,0.3303205668926239,0.3303205668926239,0.3303205668926239,0.3303205668926239,0.3303205668926239,0.3303205668926239,1.0,1.0,1.0,1.0,1.0.0,DR8,213.14919644334685,47.25306534820573
568983_316,0.22817664,0.70391256,0.06791085,0.09068073,0.9093193,0.6066252,0.39337474,0.37464812,0.3310667,0.29428518,0.012151523,0.07555189,0.6958005,0.20782547,0.008670648,0.13642742,0.8257628,0.037809663,0.045677237,0.0523564,0.90196645,0.22715287,0.3663232,0.40652394,0.03935781,0.7999587,0.014128101,0.009471634,0.009417929,0.12766589,0.7323858,0.16799492,0.0827693,0.016849976,0.1427327841354718,0.6012733300876507,0.026425687461833595,0.03551284473767707,0.8469744797668952,0.3375476582770521,0.1578339270283132,0.21690230043998254,0.1892205326409539,0.16319784798552472,0.0012512947904380373,0.04010639004618683,0.6314763706387179,0.15494812646528414,0.000514754386975785,0.06716765293275198,0.7347289500821405,0.005024514848773365,0.01745976744994455,0.021546295415037522,0.8488386226524336,0.08442671992724812,0.2115444810289287,0.2471872858905785,0.014000038467416029,0.7356810631904456,0.0013786749293763947,0.0005081838961102683,0.000507546817785954,0.07685131256520282,0.6482462506223232,0.10460115397330828,0.035368670911132466,0.0015554480588908328,0.317589845255758,0.7950856408051452,0.12280204613819913,0.15302556755798197,0.9644871247468684,0.8421660729716867,0.6624522860302176,0.5349121635373828,0.48832408002381367,0.45457030384732944,0.031159578639551364,0.11990808066195663,0.7656697038344841,0.2724375520606507,0.025284772400136154,0.21944304564031775,0.9074276455685781,0.07983287791138138,0.08371448457983344,0.09429106047930168,0.9451543176087233,0.3872541050049194,0.5303499132948808,0.5669138236653746,0.07267429002754174,0.8608888061667351,0.03436314329813302,0.028070340932757596,0.02809107414144653,0.18017683826689376,0.8102101840068314,0.2410288616685075,0.13086122580564957,0.04496463491112719,1.0,1.0,1.0,0.7039125561714172,0.7039125561714172,0.6400812864303589,0.6400812864303589,0.6400812864303589,0.6400812864303589,0.6400812864303589,0.6400812864303589,0.6400812864303589,0.6400812864303589,0.6400812864303589,0.6400812864303589,0.22817663848400116,0.22817663848400116,0.22817663848400116,0.06383130699396133,0.06383130699396133,0.06383130699396133,0.3882894515991211,0.3882894515991211,0.3882894515991211,0.3882894515991211,0.3882894515991211,0.3882894515991211,0.3882894515991211,0.3882894515991211,0.3882894515991211,1.0,1.0,1.0,1.0,1.0.0,DR8,214.85021487199037,45.90077787416283
559752_1816,0.33800396,0.59644437,0.06555162,0.058629975,0.94137007,0.4594302,0.54056984,0.3432511,0.41978055,0.23696837,0.012750898,0.09114048,0.6363629,0.2495496,0.010196123,0.59638083,0.39202318,0.011596076,0.08596683,0.070349075,0.8436841,0.5184484,0.3168087,0.16474287,0.046401437,0.571491,0.042605534,0.017671315,0.015480647,0.30635002,0.8078689,0.11976756,0.05998903,0.012374525,0.2501798249629569,0.49409587485200684,0.02356076362345508,0.021091636170074216,0.8971502388683867,0.19013749449274692,0.2691948908013092,0.2021028199133094,0.2574672658993229,0.10263417327520762,0.0013695996576025555,0.05136787248227749,0.5696793372997182,0.18935082059812608,0.0007376866584495611,0.5091685694300343,0.31198532658879896,0.0007761660214183186,0.04218928744548096,0.03299940354160324,0.7886669500693121,0.38754908902078966,0.20438709759572418,0.07889801811404891,0.014795855103077276,0.4709722210615472,0.010607322608360097,0.001400285468946989,0.0009218245307844988,0.21840326052348186,0.7384608284008412,0.06981873103361087,0.026996192551638206,0.0009100237654932522,0.4373637693660772,0.6904505393143734,0.1185188990765506,0.10284979024703658,0.9789083403618039,0.7308051544087644,0.809862505507253,0.5080277872315684,0.5775837511374321,0.38211362239313085,0.0332598599120775,0.14234223999810702,0.7120776555708055,0.32089191120116545,0.02797187293030342,0.6767105729322436,0.47861599382333037,0.03475003379473428,0.13476916867751967,0.11774222254567966,0.9042614892720828,0.6420999489890937,0.42687717524236624,0.2608151962327672,0.09402768735667588,0.6649448011099315,0.08386135910085288,0.045230421069252416,0.041694806303231524,0.39721861294057526,0.8668908941644414,0.17502841835450367,0.10121638246310789,0.03375239853697693,1.0,1.0,1.0,0.5964443683624268,0.5964443683624268,0.5614748597145081,0.5614748597145081,0.5614748597145081,0.5614748597145081,0.5614748597145081,0.5614748597145081,0.5614748597145081,0.5614748597145081,0.5614748597145081,0.5614748597145081,0.3380039632320404,0.3380039632320404,0.3380039632320404,0.0349695198237896,0.0349695198237896,0.0349695198237896,0.2579585015773773,0.2579585015773773,0.2579585015773773,0.2579585015773773,0.2579585015773773,0.2579585015773773,0.2579585015773773,0.2579585015773773,0.2579585015773773,1.0,1.0,1.0,1.0,1.0.0,DR8,207.6573871084109,43.764112756654605
