Type,Median Slow,Median Fast,Median Diff,Median Percentage,Mean Slow,Mean Fast,Mean Diff,Mean Percentage,Std Slow,Std Fast,Std Diff,Std Percentage,25th Percentile Slow,25th Percentile Fast,25th Percentile Diff,25th Percentile Percentage,75th Percentile Slow,75th Percentile Fast,75th Percentile Diff,75th Percentile Percentage
Yes,0.95388123,0.868441215,0.08544001499999998,8.957091544824713,0.856077653642857,0.8014758804285713,0.05460177321428572,6.378133219800733,0.17580437851083242,0.19323735858381044,-0.017432980072978027,-9.916123944492014,0.78165005,0.6597922725,0.12185777749999993,15.589812538232414,0.9794548725000001,0.9587794,0.020675472500000125,2.110916294410504
No,0.046118792500000005,0.131558795,-0.0854400025,-185.26071015410906,0.14392234611785715,0.19852412194285712,-0.054601775824999976,-37.93835863423662,0.17580437947977612,0.19323735153318738,-0.017432972053411266,-9.91611932819722,0.020545117249999998,0.041220588,-0.020675470750000004,-100.63447435424106,0.2183499875,0.340207675,-0.12185768749999998,-55.80842430778704
